name,hour,day,weekday,month,year,availableSpotNumber,total,occupation
Tejón y Rodriguez,15,12,6,11,2021,89,187,0.52
Salitre,14,12,6,11,2021,104,435,0.76
Cervantes,14,12,6,11,2021,117,409,0.71
El Palo,14,12,6,11,2021,45,127,0.65
Av. de Andalucía,14,12,6,11,2021,224,613,0.63
Camas,14,12,6,11,2021,214,350,0.39
Cruz De Humilladero,14,12,6,11,2021,75,217,0.65
Alcazaba,14,12,6,11,2021,186,378,0.51
San Juan De La Cruz,14,12,6,11,2021,186,487,0.62
Pz. de la Marina,14,12,6,11,2021,0,430,1
Tejón y Rodriguez,14,12,6,11,2021,89,187,0.52
Salitre,13,12,6,11,2021,104,435,0.76
Cervantes,13,12,6,11,2021,67,409,0.84
El Palo,13,12,6,11,2021,33,127,0.74
Av. de Andalucía,13,12,6,11,2021,129,613,0.79
Camas,13,12,6,11,2021,214,350,0.39
Cruz De Humilladero,13,12,6,11,2021,75,217,0.65
Alcazaba,13,12,6,11,2021,186,378,0.51
San Juan De La Cruz,13,12,6,11,2021,143,487,0.71
Pz. de la Marina,13,12,6,11,2021,0,430,1
Tejón y Rodriguez,13,12,6,11,2021,85,187,0.55
Salitre,12,12,6,11,2021,55,435,0.87
Cervantes,12,12,6,11,2021,67,409,0.84
El Palo,12,12,6,11,2021,18,127,0.86
Av. de Andalucía,12,12,6,11,2021,85,613,0.86
Camas,12,12,6,11,2021,214,350,0.39
Cruz De Humilladero,12,12,6,11,2021,59,217,0.73
Alcazaba,12,12,6,11,2021,186,378,0.51
San Juan De La Cruz,12,12,6,11,2021,97,487,0.8
Pz. de la Marina,12,12,6,11,2021,0,430,1
Tejón y Rodriguez,12,12,6,11,2021,72,187,0.61
Salitre,11,12,6,11,2021,60,435,0.86
Cervantes,11,12,6,11,2021,81,409,0.8
El Palo,11,12,6,11,2021,16,127,0.87
Av. de Andalucía,11,12,6,11,2021,143,613,0.77
Camas,11,12,6,11,2021,214,350,0.39
Cruz De Humilladero,11,12,6,11,2021,59,217,0.73
Alcazaba,11,12,6,11,2021,186,378,0.51
San Juan De La Cruz,11,12,6,11,2021,102,487,0.79
Pz. de la Marina,11,12,6,11,2021,0,430,1
Tejón y Rodriguez,11,12,6,11,2021,54,187,0.71
Salitre,10,12,6,11,2021,92,435,0.79
Cervantes,10,12,6,11,2021,124,409,0.7
El Palo,10,12,6,11,2021,20,127,0.84
Av. de Andalucía,10,12,6,11,2021,202,613,0.67
Camas,10,12,6,11,2021,214,350,0.39
Cruz De Humilladero,10,12,6,11,2021,63,217,0.71
Alcazaba,10,12,6,11,2021,186,378,0.51
San Juan De La Cruz,10,12,6,11,2021,121,487,0.75
Pz. de la Marina,10,12,6,11,2021,0,430,1
Tejón y Rodriguez,10,12,6,11,2021,75,187,0.6
Salitre,9,12,6,11,2021,208,435,0.52
Cervantes,9,12,6,11,2021,201,409,0.51
El Palo,9,12,6,11,2021,34,127,0.73
Av. de Andalucía,9,12,6,11,2021,315,613,0.49
Camas,9,12,6,11,2021,214,350,0.39
Cruz De Humilladero,9,12,6,11,2021,82,217,0.62
Alcazaba,9,12,6,11,2021,186,378,0.51
San Juan De La Cruz,9,12,6,11,2021,188,487,0.61
Pz. de la Marina,9,12,6,11,2021,131,430,0.7
Tejón y Rodriguez,9,12,6,11,2021,122,187,0.35
Salitre,8,12,6,11,2021,208,435,0.52
Cervantes,8,12,6,11,2021,259,409,0.37
El Palo,8,12,6,11,2021,52,127,0.59
Av. de Andalucía,8,12,6,11,2021,405,613,0.34
Camas,8,12,6,11,2021,214,350,0.39
Cruz De Humilladero,8,12,6,11,2021,82,217,0.62
Alcazaba,8,12,6,11,2021,186,378,0.51
San Juan De La Cruz,8,12,6,11,2021,267,487,0.45
Pz. de la Marina,8,12,6,11,2021,131,430,0.7
Tejón y Rodriguez,8,12,6,11,2021,122,187,0.35
Salitre,7,12,6,11,2021,265,435,0.39
Cervantes,7,12,6,11,2021,264,409,0.35
El Palo,7,12,6,11,2021,49,127,0.61
Av. de Andalucía,7,12,6,11,2021,503,613,0.18
Camas,7,12,6,11,2021,214,350,0.39
Cruz De Humilladero,7,12,6,11,2021,89,217,0.59
Alcazaba,7,12,6,11,2021,186,378,0.51
San Juan De La Cruz,7,12,6,11,2021,304,487,0.38
Pz. de la Marina,7,12,6,11,2021,131,430,0.7
Tejón y Rodriguez,7,12,6,11,2021,126,187,0.33
Salitre,6,12,6,11,2021,265,435,0.39
Cervantes,6,12,6,11,2021,264,409,0.35
El Palo,6,12,6,11,2021,49,127,0.61
Av. de Andalucía,6,12,6,11,2021,456,613,0.26
Camas,6,12,6,11,2021,214,350,0.39
Cruz De Humilladero,6,12,6,11,2021,89,217,0.59
Alcazaba,6,12,6,11,2021,186,378,0.51
San Juan De La Cruz,6,12,6,11,2021,304,487,0.38
Pz. de la Marina,6,12,6,11,2021,131,430,0.7
Tejón y Rodriguez,6,12,6,11,2021,128,187,0.32
Salitre,5,12,6,11,2021,265,435,0.39
Cervantes,5,12,6,11,2021,264,409,0.35
El Palo,5,12,6,11,2021,49,127,0.61
Av. de Andalucía,5,12,6,11,2021,456,613,0.26
Camas,5,12,6,11,2021,214,350,0.39
Cruz De Humilladero,5,12,6,11,2021,89,217,0.59
Alcazaba,5,12,6,11,2021,186,378,0.51
San Juan De La Cruz,5,12,6,11,2021,304,487,0.38
Pz. de la Marina,5,12,6,11,2021,131,430,0.7
Tejón y Rodriguez,5,12,6,11,2021,125,187,0.33
Salitre,4,12,6,11,2021,216,435,0.5
Cervantes,4,12,6,11,2021,264,409,0.35
El Palo,4,12,6,11,2021,49,127,0.61
Av. de Andalucía,4,12,6,11,2021,456,613,0.26
Camas,4,12,6,11,2021,214,350,0.39
Cruz De Humilladero,4,12,6,11,2021,89,217,0.59
Alcazaba,4,12,6,11,2021,186,378,0.51
San Juan De La Cruz,4,12,6,11,2021,248,487,0.49
Pz. de la Marina,4,12,6,11,2021,131,430,0.7
Tejón y Rodriguez,4,12,6,11,2021,94,187,0.5
Salitre,3,12,6,11,2021,216,435,0.5
Cervantes,3,12,6,11,2021,264,409,0.35
El Palo,3,12,6,11,2021,49,127,0.61
Av. de Andalucía,3,12,6,11,2021,455,613,0.26
Camas,3,12,6,11,2021,214,350,0.39
Cruz De Humilladero,3,12,6,11,2021,78,217,0.64
Alcazaba,3,12,6,11,2021,186,378,0.51
San Juan De La Cruz,3,12,6,11,2021,248,487,0.49
Pz. de la Marina,3,12,6,11,2021,131,430,0.7
Tejón y Rodriguez,3,12,6,11,2021,83,187,0.56
Salitre,2,12,6,11,2021,216,435,0.5
Cervantes,2,12,6,11,2021,264,409,0.35
El Palo,2,12,6,11,2021,49,127,0.61
Av. de Andalucía,2,12,6,11,2021,455,613,0.26
Camas,2,12,6,11,2021,214,350,0.39
Cruz De Humilladero,2,12,6,11,2021,78,217,0.64
Alcazaba,2,12,6,11,2021,186,378,0.51
San Juan De La Cruz,2,12,6,11,2021,248,487,0.49
Pz. de la Marina,2,12,6,11,2021,131,430,0.7
Tejón y Rodriguez,2,12,6,11,2021,83,187,0.56
Salitre,1,12,6,11,2021,213,435,0.51
Cervantes,1,12,6,11,2021,262,409,0.36
El Palo,1,12,6,11,2021,49,127,0.61
Av. de Andalucía,1,12,6,11,2021,454,613,0.26
Camas,1,12,6,11,2021,214,350,0.39
Cruz De Humilladero,1,12,6,11,2021,76,217,0.65
Alcazaba,1,12,6,11,2021,186,378,0.51
San Juan De La Cruz,1,12,6,11,2021,248,487,0.49
Pz. de la Marina,1,12,6,11,2021,131,430,0.7
Tejón y Rodriguez,1,12,6,11,2021,77,187,0.59
Salitre,0,12,6,11,2021,213,435,0.51
Cervantes,0,12,6,11,2021,261,409,0.36
El Palo,0,12,6,11,2021,48,127,0.62
Av. de Andalucía,0,12,6,11,2021,453,613,0.26
Camas,0,12,6,11,2021,214,350,0.39
Cruz De Humilladero,0,12,6,11,2021,76,217,0.65
Alcazaba,0,12,6,11,2021,186,378,0.51
San Juan De La Cruz,0,12,6,11,2021,248,487,0.49
Pz. de la Marina,0,12,6,11,2021,131,430,0.7
Tejón y Rodriguez,0,12,6,11,2021,79,187,0.58
Salitre,23,11,5,11,2021,213,435,0.51
Cervantes,23,11,5,11,2021,257,409,0.37
El Palo,23,11,5,11,2021,48,127,0.62
Av. de Andalucía,23,11,5,11,2021,448,613,0.27
Camas,23,11,5,11,2021,214,350,0.39
Cruz De Humilladero,23,11,5,11,2021,74,217,0.66
Alcazaba,23,11,5,11,2021,186,378,0.51
San Juan De La Cruz,23,11,5,11,2021,249,487,0.49
Pz. de la Marina,23,11,5,11,2021,30,430,0.93
Tejón y Rodriguez,23,11,5,11,2021,64,187,0.66
Salitre,22,11,5,11,2021,206,435,0.53
Cervantes,22,11,5,11,2021,243,409,0.41
El Palo,22,11,5,11,2021,49,127,0.61
Av. de Andalucía,22,11,5,11,2021,439,613,0.28
Camas,22,11,5,11,2021,214,350,0.39
Cruz De Humilladero,22,11,5,11,2021,76,217,0.65
Alcazaba,22,11,5,11,2021,186,378,0.51
San Juan De La Cruz,22,11,5,11,2021,249,487,0.49
Pz. de la Marina,22,11,5,11,2021,30,430,0.93
Tejón y Rodriguez,22,11,5,11,2021,41,187,0.78
Salitre,21,11,5,11,2021,187,435,0.57
Cervantes,21,11,5,11,2021,235,409,0.43
El Palo,21,11,5,11,2021,52,127,0.59
Av. de Andalucía,21,11,5,11,2021,414,613,0.32
Camas,21,11,5,11,2021,214,350,0.39
Cruz De Humilladero,21,11,5,11,2021,71,217,0.67
Alcazaba,21,11,5,11,2021,186,378,0.51
San Juan De La Cruz,21,11,5,11,2021,245,487,0.5
Pz. de la Marina,21,11,5,11,2021,30,430,0.93
Tejón y Rodriguez,21,11,5,11,2021,41,187,0.78
Salitre,20,11,5,11,2021,149,435,0.66
Cervantes,20,11,5,11,2021,207,409,0.49
El Palo,20,11,5,11,2021,44,127,0.65
Av. de Andalucía,20,11,5,11,2021,352,613,0.43
Camas,20,11,5,11,2021,214,350,0.39
Cruz De Humilladero,20,11,5,11,2021,62,217,0.71
Alcazaba,20,11,5,11,2021,186,378,0.51
San Juan De La Cruz,20,11,5,11,2021,228,487,0.53
Pz. de la Marina,20,11,5,11,2021,30,430,0.93
Tejón y Rodriguez,20,11,5,11,2021,36,187,0.81
Salitre,19,11,5,11,2021,110,435,0.75
Cervantes,19,11,5,11,2021,171,409,0.58
El Palo,19,11,5,11,2021,25,127,0.8
Av. de Andalucía,19,11,5,11,2021,296,613,0.52
Camas,19,11,5,11,2021,214,350,0.39
Cruz De Humilladero,19,11,5,11,2021,63,217,0.71
Alcazaba,19,11,5,11,2021,186,378,0.51
San Juan De La Cruz,19,11,5,11,2021,202,487,0.59
Pz. de la Marina,19,11,5,11,2021,0,430,1
Tejón y Rodriguez,19,11,5,11,2021,24,187,0.87
Salitre,18,11,5,11,2021,120,435,0.72
Cervantes,18,11,5,11,2021,145,409,0.65
El Palo,18,11,5,11,2021,46,127,0.64
Av. de Andalucía,18,11,5,11,2021,310,613,0.49
Camas,18,11,5,11,2021,214,350,0.39
Cruz De Humilladero,18,11,5,11,2021,70,217,0.68
Alcazaba,18,11,5,11,2021,186,378,0.51
San Juan De La Cruz,18,11,5,11,2021,210,487,0.57
Pz. de la Marina,18,11,5,11,2021,0,430,1
Tejón y Rodriguez,18,11,5,11,2021,38,187,0.8
Salitre,17,11,5,11,2021,110,435,0.75
Cervantes,17,11,5,11,2021,145,409,0.65
El Palo,17,11,5,11,2021,46,127,0.64
Av. de Andalucía,17,11,5,11,2021,310,613,0.49
Camas,17,11,5,11,2021,214,350,0.39
Cruz De Humilladero,17,11,5,11,2021,70,217,0.68
Alcazaba,17,11,5,11,2021,186,378,0.51
San Juan De La Cruz,17,11,5,11,2021,210,487,0.57
Pz. de la Marina,17,11,5,11,2021,0,430,1
Tejón y Rodriguez,17,11,5,11,2021,38,187,0.8
Salitre,16,11,5,11,2021,98,435,0.77
Cervantes,16,11,5,11,2021,149,409,0.64
El Palo,16,11,5,11,2021,51,127,0.6
Av. de Andalucía,16,11,5,11,2021,319,613,0.48
Camas,16,11,5,11,2021,214,350,0.39
Cruz De Humilladero,16,11,5,11,2021,74,217,0.66
Alcazaba,16,11,5,11,2021,186,378,0.51
San Juan De La Cruz,16,11,5,11,2021,207,487,0.57
Pz. de la Marina,16,11,5,11,2021,5,430,0.99
Tejón y Rodriguez,16,11,5,11,2021,61,187,0.67
Salitre,15,11,5,11,2021,98,435,0.77
Cervantes,15,11,5,11,2021,122,409,0.7
El Palo,15,11,5,11,2021,51,127,0.6
Av. de Andalucía,15,11,5,11,2021,319,613,0.48
Camas,15,11,5,11,2021,214,350,0.39
Cruz De Humilladero,15,11,5,11,2021,74,217,0.66
Alcazaba,15,11,5,11,2021,186,378,0.51
San Juan De La Cruz,15,11,5,11,2021,207,487,0.57
Pz. de la Marina,15,11,5,11,2021,0,430,1
Tejón y Rodriguez,15,11,5,11,2021,61,187,0.67
Salitre,14,11,5,11,2021,41,435,0.91
Cervantes,14,11,5,11,2021,83,409,0.8
El Palo,14,11,5,11,2021,57,127,0.55
Av. de Andalucía,14,11,5,11,2021,200,613,0.67
Camas,14,11,5,11,2021,214,350,0.39
Cruz De Humilladero,14,11,5,11,2021,62,217,0.71
Alcazaba,14,11,5,11,2021,186,378,0.51
San Juan De La Cruz,14,11,5,11,2021,193,487,0.6
Pz. de la Marina,14,11,5,11,2021,0,430,1
Tejón y Rodriguez,14,11,5,11,2021,63,187,0.66
Salitre,13,11,5,11,2021,29,435,0.93
Cervantes,13,11,5,11,2021,32,409,0.92
El Palo,13,11,5,11,2021,33,127,0.74
Av. de Andalucía,13,11,5,11,2021,126,613,0.79
Camas,13,11,5,11,2021,214,350,0.39
Cruz De Humilladero,13,11,5,11,2021,48,217,0.78
Alcazaba,13,11,5,11,2021,186,378,0.51
San Juan De La Cruz,13,11,5,11,2021,139,487,0.71
Pz. de la Marina,13,11,5,11,2021,0,430,1
Tejón y Rodriguez,13,11,5,11,2021,53,187,0.72
Salitre,12,11,5,11,2021,29,435,0.93
Cervantes,12,11,5,11,2021,16,409,0.96
El Palo,12,11,5,11,2021,22,127,0.83
Av. de Andalucía,12,11,5,11,2021,71,613,0.88
Camas,12,11,5,11,2021,214,350,0.39
Cruz De Humilladero,12,11,5,11,2021,48,217,0.78
Alcazaba,12,11,5,11,2021,186,378,0.51
San Juan De La Cruz,12,11,5,11,2021,106,487,0.78
Pz. de la Marina,12,11,5,11,2021,0,430,1
Tejón y Rodriguez,12,11,5,11,2021,54,187,0.71
Salitre,11,11,5,11,2021,27,435,0.94
Cervantes,11,11,5,11,2021,71,409,0.83
El Palo,11,11,5,11,2021,6,127,0.95
Av. de Andalucía,11,11,5,11,2021,14,613,0.98
Camas,11,11,5,11,2021,214,350,0.39
Cruz De Humilladero,11,11,5,11,2021,36,217,0.83
Alcazaba,11,11,5,11,2021,186,378,0.51
San Juan De La Cruz,11,11,5,11,2021,112,487,0.77
Pz. de la Marina,11,11,5,11,2021,0,430,1
Tejón y Rodriguez,11,11,5,11,2021,45,187,0.76
Salitre,10,11,5,11,2021,57,435,0.87
Cervantes,10,11,5,11,2021,108,409,0.74
El Palo,10,11,5,11,2021,15,127,0.88
Av. de Andalucía,10,11,5,11,2021,112,613,0.82
Camas,10,11,5,11,2021,214,350,0.39
Cruz De Humilladero,10,11,5,11,2021,77,217,0.65
Alcazaba,10,11,5,11,2021,186,378,0.51
San Juan De La Cruz,10,11,5,11,2021,144,487,0.7
Pz. de la Marina,10,11,5,11,2021,0,430,1
Tejón y Rodriguez,10,11,5,11,2021,68,187,0.64
Salitre,9,11,5,11,2021,115,435,0.74
Cervantes,9,11,5,11,2021,169,409,0.59
El Palo,9,11,5,11,2021,39,127,0.69
Av. de Andalucía,9,11,5,11,2021,224,613,0.63
Camas,9,11,5,11,2021,214,350,0.39
Cruz De Humilladero,9,11,5,11,2021,87,217,0.6
Alcazaba,9,11,5,11,2021,186,378,0.51
San Juan De La Cruz,9,11,5,11,2021,206,487,0.58
Pz. de la Marina,9,11,5,11,2021,126,430,0.71
Tejón y Rodriguez,9,11,5,11,2021,92,187,0.51
Salitre,8,11,5,11,2021,221,435,0.49
Cervantes,8,11,5,11,2021,257,409,0.37
El Palo,8,11,5,11,2021,56,127,0.56
Av. de Andalucía,8,11,5,11,2021,315,613,0.49
Camas,8,11,5,11,2021,214,350,0.39
Cruz De Humilladero,8,11,5,11,2021,92,217,0.58
Alcazaba,8,11,5,11,2021,186,378,0.51
San Juan De La Cruz,8,11,5,11,2021,280,487,0.43
Pz. de la Marina,8,11,5,11,2021,126,430,0.71
Tejón y Rodriguez,8,11,5,11,2021,126,187,0.33
Salitre,7,11,5,11,2021,239,435,0.45
Cervantes,7,11,5,11,2021,316,409,0.23
El Palo,7,11,5,11,2021,69,127,0.46
Av. de Andalucía,7,11,5,11,2021,424,613,0.31
Camas,7,11,5,11,2021,214,350,0.39
Cruz De Humilladero,7,11,5,11,2021,92,217,0.58
Alcazaba,7,11,5,11,2021,186,378,0.51
San Juan De La Cruz,7,11,5,11,2021,299,487,0.39
Pz. de la Marina,7,11,5,11,2021,126,430,0.71
Tejón y Rodriguez,7,11,5,11,2021,126,187,0.33
Salitre,6,11,5,11,2021,239,435,0.45
Cervantes,6,11,5,11,2021,324,409,0.21
El Palo,6,11,5,11,2021,69,127,0.46
Av. de Andalucía,6,11,5,11,2021,434,613,0.29
Camas,6,11,5,11,2021,214,350,0.39
Cruz De Humilladero,6,11,5,11,2021,93,217,0.57
Alcazaba,6,11,5,11,2021,186,378,0.51
San Juan De La Cruz,6,11,5,11,2021,300,487,0.38
Pz. de la Marina,6,11,5,11,2021,144,430,0.67
Tejón y Rodriguez,6,11,5,11,2021,107,187,0.43
Salitre,5,11,5,11,2021,239,435,0.45
Cervantes,5,11,5,11,2021,324,409,0.21
El Palo,5,11,5,11,2021,52,127,0.59
Av. de Andalucía,5,11,5,11,2021,434,613,0.29
Camas,5,11,5,11,2021,214,350,0.39
Cruz De Humilladero,5,11,5,11,2021,93,217,0.57
Alcazaba,5,11,5,11,2021,186,378,0.51
San Juan De La Cruz,5,11,5,11,2021,300,487,0.38
Pz. de la Marina,5,11,5,11,2021,144,430,0.67
Tejón y Rodriguez,5,11,5,11,2021,106,187,0.43
Salitre,4,11,5,11,2021,239,435,0.45
Cervantes,4,11,5,11,2021,321,409,0.22
El Palo,4,11,5,11,2021,52,127,0.59
Av. de Andalucía,4,11,5,11,2021,434,613,0.29
Camas,4,11,5,11,2021,214,350,0.39
Cruz De Humilladero,4,11,5,11,2021,77,217,0.65
Alcazaba,4,11,5,11,2021,186,378,0.51
San Juan De La Cruz,4,11,5,11,2021,300,487,0.38
Pz. de la Marina,4,11,5,11,2021,144,430,0.67
Tejón y Rodriguez,4,11,5,11,2021,106,187,0.43
Salitre,3,11,5,11,2021,240,435,0.45
Cervantes,3,11,5,11,2021,321,409,0.22
El Palo,3,11,5,11,2021,52,127,0.59
Av. de Andalucía,3,11,5,11,2021,434,613,0.29
Camas,3,11,5,11,2021,214,350,0.39
Cruz De Humilladero,3,11,5,11,2021,77,217,0.65
Alcazaba,3,11,5,11,2021,186,378,0.51
San Juan De La Cruz,3,11,5,11,2021,300,487,0.38
Pz. de la Marina,3,11,5,11,2021,144,430,0.67
Tejón y Rodriguez,3,11,5,11,2021,104,187,0.44
Salitre,2,11,5,11,2021,240,435,0.45
Cervantes,2,11,5,11,2021,321,409,0.22
El Palo,2,11,5,11,2021,53,127,0.58
Av. de Andalucía,2,11,5,11,2021,434,613,0.29
Camas,2,11,5,11,2021,214,350,0.39
Cruz De Humilladero,2,11,5,11,2021,77,217,0.65
Alcazaba,2,11,5,11,2021,186,378,0.51
San Juan De La Cruz,2,11,5,11,2021,300,487,0.38
Pz. de la Marina,2,11,5,11,2021,144,430,0.67
Tejón y Rodriguez,2,11,5,11,2021,110,187,0.41
Salitre,1,11,5,11,2021,240,435,0.45
Cervantes,1,11,5,11,2021,320,409,0.22
El Palo,1,11,5,11,2021,53,127,0.58
Av. de Andalucía,1,11,5,11,2021,434,613,0.29
Camas,1,11,5,11,2021,214,350,0.39
Cruz De Humilladero,1,11,5,11,2021,77,217,0.65
Alcazaba,1,11,5,11,2021,186,378,0.51
San Juan De La Cruz,1,11,5,11,2021,269,487,0.45
Pz. de la Marina,1,11,5,11,2021,144,430,0.67
Tejón y Rodriguez,1,11,5,11,2021,108,187,0.42
Salitre,0,11,5,11,2021,238,435,0.45
Cervantes,0,11,5,11,2021,321,409,0.22
El Palo,0,11,5,11,2021,53,127,0.58
Av. de Andalucía,0,11,5,11,2021,434,613,0.29
Camas,0,11,5,11,2021,214,350,0.39
Cruz De Humilladero,0,11,5,11,2021,78,217,0.64
Alcazaba,0,11,5,11,2021,186,378,0.51
San Juan De La Cruz,0,11,5,11,2021,269,487,0.45
Pz. de la Marina,0,11,5,11,2021,129,430,0.7
Tejón y Rodriguez,0,11,5,11,2021,108,187,0.42
Salitre,23,10,4,11,2021,232,435,0.47
Cervantes,23,10,4,11,2021,316,409,0.23
El Palo,23,10,4,11,2021,54,127,0.57
Av. de Andalucía,23,10,4,11,2021,434,613,0.29
Camas,23,10,4,11,2021,214,350,0.39
Cruz De Humilladero,23,10,4,11,2021,78,217,0.64
Alcazaba,23,10,4,11,2021,186,378,0.51
San Juan De La Cruz,23,10,4,11,2021,271,487,0.44
Pz. de la Marina,23,10,4,11,2021,101,430,0.77
Tejón y Rodriguez,23,10,4,11,2021,93,187,0.5
Salitre,22,10,4,11,2021,234,435,0.46
Cervantes,22,10,4,11,2021,306,409,0.25
El Palo,22,10,4,11,2021,54,127,0.57
Av. de Andalucía,22,10,4,11,2021,431,613,0.3
Camas,22,10,4,11,2021,214,350,0.39
Cruz De Humilladero,22,10,4,11,2021,78,217,0.64
Alcazaba,22,10,4,11,2021,186,378,0.51
San Juan De La Cruz,22,10,4,11,2021,269,487,0.45
Pz. de la Marina,22,10,4,11,2021,40,430,0.91
Tejón y Rodriguez,22,10,4,11,2021,79,187,0.58
Salitre,21,10,4,11,2021,218,435,0.5
Cervantes,21,10,4,11,2021,294,409,0.28
El Palo,21,10,4,11,2021,57,127,0.55
Av. de Andalucía,21,10,4,11,2021,409,613,0.33
Camas,21,10,4,11,2021,105,350,0.7
Cruz De Humilladero,21,10,4,11,2021,74,217,0.66
Alcazaba,21,10,4,11,2021,186,378,0.51
San Juan De La Cruz,21,10,4,11,2021,267,487,0.45
Pz. de la Marina,21,10,4,11,2021,40,430,0.91
Tejón y Rodriguez,21,10,4,11,2021,59,187,0.68
Salitre,20,10,4,11,2021,192,435,0.56
Cervantes,20,10,4,11,2021,224,409,0.45
El Palo,20,10,4,11,2021,41,127,0.68
Av. de Andalucía,20,10,4,11,2021,309,613,0.5
Camas,20,10,4,11,2021,105,350,0.7
Cruz De Humilladero,20,10,4,11,2021,62,217,0.71
Alcazaba,20,10,4,11,2021,186,378,0.51
San Juan De La Cruz,20,10,4,11,2021,253,487,0.48
Pz. de la Marina,20,10,4,11,2021,10,430,0.98
Tejón y Rodriguez,20,10,4,11,2021,61,187,0.67
Salitre,19,10,4,11,2021,155,435,0.64
Cervantes,19,10,4,11,2021,157,409,0.62
El Palo,19,10,4,11,2021,41,127,0.68
Av. de Andalucía,19,10,4,11,2021,309,613,0.5
Camas,19,10,4,11,2021,105,350,0.7
Cruz De Humilladero,19,10,4,11,2021,60,217,0.72
Alcazaba,19,10,4,11,2021,186,378,0.51
San Juan De La Cruz,19,10,4,11,2021,232,487,0.52
Pz. de la Marina,19,10,4,11,2021,0,430,1
Tejón y Rodriguez,19,10,4,11,2021,61,187,0.67
Salitre,18,10,4,11,2021,153,435,0.65
Cervantes,18,10,4,11,2021,132,409,0.68
El Palo,18,10,4,11,2021,40,127,0.69
Av. de Andalucía,18,10,4,11,2021,302,613,0.51
Camas,18,10,4,11,2021,105,350,0.7
Cruz De Humilladero,18,10,4,11,2021,64,217,0.71
Alcazaba,18,10,4,11,2021,186,378,0.51
San Juan De La Cruz,18,10,4,11,2021,226,487,0.54
Pz. de la Marina,18,10,4,11,2021,0,430,1
Tejón y Rodriguez,18,10,4,11,2021,73,187,0.61
Salitre,17,10,4,11,2021,167,435,0.62
Cervantes,17,10,4,11,2021,137,409,0.67
El Palo,17,10,4,11,2021,58,127,0.54
Av. de Andalucía,17,10,4,11,2021,334,613,0.46
Camas,17,10,4,11,2021,105,350,0.7
Cruz De Humilladero,17,10,4,11,2021,68,217,0.69
Alcazaba,17,10,4,11,2021,186,378,0.51
San Juan De La Cruz,17,10,4,11,2021,235,487,0.52
Pz. de la Marina,17,10,4,11,2021,0,430,1
Tejón y Rodriguez,17,10,4,11,2021,76,187,0.59
Salitre,16,10,4,11,2021,168,435,0.61
Cervantes,16,10,4,11,2021,150,409,0.63
El Palo,16,10,4,11,2021,58,127,0.54
Av. de Andalucía,16,10,4,11,2021,334,613,0.46
Camas,16,10,4,11,2021,105,350,0.7
Cruz De Humilladero,16,10,4,11,2021,68,217,0.69
Alcazaba,16,10,4,11,2021,186,378,0.51
San Juan De La Cruz,16,10,4,11,2021,235,487,0.52
Pz. de la Marina,16,10,4,11,2021,0,430,1
Tejón y Rodriguez,16,10,4,11,2021,76,187,0.59
Salitre,15,10,4,11,2021,138,435,0.68
Cervantes,15,10,4,11,2021,126,409,0.69
El Palo,15,10,4,11,2021,54,127,0.57
Av. de Andalucía,15,10,4,11,2021,287,613,0.53
Camas,15,10,4,11,2021,105,350,0.7
Cruz De Humilladero,15,10,4,11,2021,71,217,0.67
Alcazaba,15,10,4,11,2021,186,378,0.51
San Juan De La Cruz,15,10,4,11,2021,233,487,0.52
Pz. de la Marina,15,10,4,11,2021,0,430,1
Tejón y Rodriguez,15,10,4,11,2021,64,187,0.66
Salitre,14,10,4,11,2021,110,435,0.75
Cervantes,14,10,4,11,2021,82,409,0.8
El Palo,14,10,4,11,2021,60,127,0.53
Av. de Andalucía,14,10,4,11,2021,184,613,0.7
Camas,14,10,4,11,2021,105,350,0.7
Cruz De Humilladero,14,10,4,11,2021,61,217,0.72
Alcazaba,14,10,4,11,2021,186,378,0.51
San Juan De La Cruz,14,10,4,11,2021,220,487,0.55
Pz. de la Marina,14,10,4,11,2021,0,430,1
Tejón y Rodriguez,14,10,4,11,2021,71,187,0.62
Salitre,13,10,4,11,2021,87,435,0.8
Cervantes,13,10,4,11,2021,45,409,0.89
El Palo,13,10,4,11,2021,46,127,0.64
Av. de Andalucía,13,10,4,11,2021,124,613,0.8
Camas,13,10,4,11,2021,105,350,0.7
Cruz De Humilladero,13,10,4,11,2021,61,217,0.72
Alcazaba,13,10,4,11,2021,186,378,0.51
San Juan De La Cruz,13,10,4,11,2021,192,487,0.61
Pz. de la Marina,13,10,4,11,2021,0,430,1
Tejón y Rodriguez,13,10,4,11,2021,61,187,0.67
Salitre,12,10,4,11,2021,78,435,0.82
Cervantes,12,10,4,11,2021,57,409,0.86
El Palo,12,10,4,11,2021,33,127,0.74
Av. de Andalucía,12,10,4,11,2021,73,613,0.88
Camas,12,10,4,11,2021,105,350,0.7
Cruz De Humilladero,12,10,4,11,2021,47,217,0.78
Alcazaba,12,10,4,11,2021,186,378,0.51
San Juan De La Cruz,12,10,4,11,2021,162,487,0.67
Pz. de la Marina,12,10,4,11,2021,0,430,1
Tejón y Rodriguez,12,10,4,11,2021,44,187,0.76
Salitre,11,10,4,11,2021,80,435,0.82
Cervantes,11,10,4,11,2021,90,409,0.78
El Palo,11,10,4,11,2021,25,127,0.8
Av. de Andalucía,11,10,4,11,2021,80,613,0.87
Camas,11,10,4,11,2021,105,350,0.7
Cruz De Humilladero,11,10,4,11,2021,61,217,0.72
