DATE,PROVINCIA_DESTINO,PROVINCIA_ORIGEN,FLUJO,POB_RESID_ORIGEN,POB_SALE_ORIGEN,POB_CASA_ORIGEN,POB_RESID_DESTINO,POB_LLEGA_DESTINO
2020/03/16,Cádiz,Málaga,1182,1661785,189348,1472437,1240155,135990
2020/03/16,Cádiz,Ceuta,29,84777,10446,74331,1240155,135990
2020/03/16,Cádiz,Huelva,671,521870,59650,462220,1240155,135990
2020/03/16,Cádiz,Sevilla,845,1942389,238362,1704027,1240155,135990
2020/03/16,Cantabria,Cantabria,60061,580795,84426,496369,580795,79190
2020/03/16,Cantabria,Palencia,60,160866,20158,140708,580795,79190
2020/03/16,Cantabria,Bizkaia,493,1152934,206652,946282,580795,79190
2020/03/16,Cantabria,Asturias,169,1022800,133696,889104,580795,79190
2020/03/16,Castellón,Valencia,715,2565124,393358,2171766,579962,69376
2020/03/16,Castellón,Castellón,49000,579962,67731,512231,579962,69376
2020/03/16,Castellón,Tarragona,812,804664,92160,712504,579962,69376
2020/03/16,Ceuta,Ceuta,9760,84777,10446,74331,84777,10444
2020/03/16,Ciudad Real,Ciudad Real,22766,495761,41120,454641,495761,37529
2020/03/16,Ciudad Real,Jaén,25,633564,55814,577750,495761,37529
2020/03/16,Ciudad Real,Badajoz,51,673559,71888,601671,495761,37529
2020/03/16,Ciudad Real,Córdoba,349,782979,92923,690056,495761,37529
2020/03/16,Ciudad Real,Toledo,266,694844,85290,609554,495761,37529
2020/03/16,Ciudad Real,Albacete,397,388167,38434,349733,495761,37529
2020/03/16,Córdoba,Badajoz,54,673559,71888,601671,782979,89245
2020/03/16,Córdoba,Málaga,223,1661785,189348,1472437,782979,89245
2020/03/16,Córdoba,Sevilla,1414,1942389,238362,1704027,782979,89245
2020/03/16,Córdoba,Granada,187,914678,104267,810411,782979,89245
2020/03/16,Córdoba,Jaén,617,633564,55814,577750,782979,89245
2020/03/16,Córdoba,Córdoba,61827,782979,92923,690056,782979,89245
2020/03/16,Córdoba,Ciudad Real,285,495761,41120,454641,782979,89245
2020/03/16,Coruña,Coruña,135720,1119596,176497,943099,1119596,176884
2020/03/16,Coruña,Pontevedra,4861,942665,160788,781877,1119596,176884
2020/03/16,Coruña,Lugo,523,329587,40782,288805,1119596,176884
2020/03/16,Cuenca,Albacete,543,388167,38434,349733,196329,16712
2020/03/16,Cuenca,Madrid,32,6663394,924401,5738993,196329,16712
2020/03/16,Cuenca,Toledo,122,694844,85290,609554,196329,16712
2020/03/16,Cuenca,Valencia,50,2565124,393358,2171766,196329,16712
2020/03/16,Cuenca,Guadalajara,30,257762,33109,224653,196329,16712
2020/03/16,Cuenca,Ciudad Real,38,495761,41120,454641,196329,16712
2020/03/16,Cuenca,Murcia,16,1493898,184629,1309269,196329,16712
2020/03/16,Cuenca,Cuenca,7858,196329,16777,179552,196329,16712
2020/03/16,Gipuzkoa,Navarra,272,654183,89793,564390,723576,106404
2020/03/16,Gipuzkoa,Gipuzkoa,76005,723576,101919,621657,723576,106404
2020/03/16,Gipuzkoa,Araba,154,331549,52765,278784,723576,106404
2020/03/16,Gipuzkoa,Bizkaia,1784,1152934,206652,946282,723576,106404
2020/03/16,Girona,Lleida,109,434930,51751,383179,771044,87255
2020/03/16,Girona,Girona,53137,771044,84088,686956,771044,87255
2020/03/16,Girona,Barcelona,2322,5664579,829155,4835424,771044,87255
2020/03/16,Granada,Málaga,196,1661785,189348,1472437,914678,101136
2020/03/16,Granada,Almería,192,716820,78751,638069,914678,101136
2020/03/16,Granada,Jaén,155,633564,55814,577750,914678,101136
2020/03/16,Granada,Granada,69759,914678,104267,810411,914678,101136
2020/03/16,Granada,Córdoba,236,782979,92923,690056,914678,101136
2020/03/16,Guadalajara,Madrid,2036,6663394,924401,5738993,257762,35975
2020/03/16,Guadalajara,Guadalajara,18917,257762,33109,224653,257762,35975
2020/03/16,Guadalajara,Cuenca,63,196329,16777,179552,257762,35975
2020/03/16,Huelva,Cádiz,386,1240155,133165,1106990,521870,61543
2020/03/16,Huelva,Sevilla,710,1942389,238362,1704027,521870,61543
2020/03/16,Huelva,Huelva,42515,521870,59650,462220,521870,61543
2020/03/16,Huelva,Badajoz,334,673559,71888,601671,521870,61543
2020/03/16,Huesca,Zaragoza,218,964724,142420,822304,220461,25142
2020/03/16,Huesca,Huesca,14940,220461,22781,197680,220461,25142
2020/03/16,Huesca,Lleida,434,434930,51751,383179,220461,25142
2020/03/16,Jaén,Jaén,34519,633564,55814,577750,633564,53528
2020/03/16,Jaén,Córdoba,856,782979,92923,690056,633564,53528
2020/03/16,Jaén,Granada,141,914678,104267,810411,633564,53528
2020/03/16,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,147954,1120406,163417,956989,1120406,162163
2020/03/16,León,Valladolid,55,519546,74120,445426,460001,59622
2020/03/16,León,León,43451,460001,60914,399087,460001,59622
2020/03/16,León,Asturias,42,1022800,133696,889104,460001,59622
2020/03/16,León,Lugo,26,329587,40782,288805,460001,59622
2020/03/16,León,Zamora,80,172539,19883,152656,460001,59622
2020/03/16,León,Ourense,309,307651,48039,259612,460001,59622
2020/03/16,Lleida,Lleida,31821,434930,51751,383179,434930,49768
2020/03/16,Lleida,Huesca,388,220461,22781,197680,434930,49768
2020/03/16,Lleida,Girona,96,771044,84088,686956,434930,49768
2020/03/16,Lleida,Barcelona,184,5664579,829155,4835424,434930,49768
2020/03/16,Lleida,Zaragoza,146,964724,142420,822304,434930,49768
2020/03/16,Lugo,Lugo,28448,329587,40782,288805,329587,41727
2020/03/16,Lugo,Asturias,676,1022800,133696,889104,329587,41727
2020/03/16,Lugo,León,60,460001,60914,399087,329587,41727
2020/03/16,Lugo,Coruña,571,1119596,176497,943099,329587,41727
2020/03/16,Lugo,Ourense,150,307651,48039,259612,329587,41727
2020/03/16,Lugo,Pontevedra,26,942665,160788,781877,329587,41727
2020/03/16,Madrid,Toledo,3894,694844,85290,609554,6663394,935893
2020/03/16,Madrid,Valencia,20,2565124,393358,2171766,6663394,935893
2020/03/16,Madrid,Ávila,197,157640,14889,142751,6663394,935893
2020/03/16,Madrid,Segovia,64,153129,19338,133791,6663394,935893
2020/03/16,Madrid,Cuenca,75,196329,16777,179552,6663394,935893
2020/03/16,Madrid,Guadalajara,2628,257762,33109,224653,6663394,935893
2020/03/16,Madrid,Madrid,515372,6663394,924401,5738993,6663394,935893
2020/03/16,Málaga,Córdoba,198,782979,92923,690056,1661785,193007
2020/03/16,Málaga,Málaga,145769,1661785,189348,1472437,1661785,193007
2020/03/16,Málaga,Granada,230,914678,104267,810411,1661785,193007
2020/03/16,Málaga,Sevilla,260,1942389,238362,1704027,1661785,193007
2020/03/16,Málaga,Cádiz,824,1240155,133165,1106990,1661785,193007
2020/03/16,Melilla,Almería,18,716820,78751,638069,86487,11671
2020/03/16,Melilla,Melilla,10448,86487,10804,75683,86487,11671
2020/03/16,Melilla,Málaga,34,1661785,189348,1472437,86487,11671
2020/03/16,Murcia,Albacete,228,388167,38434,349733,1493898,183039
2020/03/16,Murcia,Murcia,136406,1493898,184629,1309269,1493898,183039
2020/03/16,Murcia,Alicante,2627,1858683,268358,1590325,1493898,183039
2020/03/16,Murcia,Almería,1174,716820,78751,638069,1493898,183039
2020/03/16,Navarra,Gipuzkoa,357,723576,101919,621657,654183,92449
2020/03/16,Navarra,Araba,41,331549,52765,278784,654183,92449
2020/03/16,Navarra,Navarra,62437,654183,89793,564390,654183,92449
2020/03/16,Navarra,Rioja,2002,316798,38370,278428,654183,92449
2020/03/16,Navarra,Barcelona,16,5664579,829155,4835424,654183,92449
2020/03/16,Navarra,Zaragoza,614,964724,142420,822304,654183,92449
2020/03/16,Ourense,León,273,460001,60914,399087,307651,47957
2020/03/16,Ourense,Zamora,21,172539,19883,152656,307651,47957
2020/03/16,Ourense,Pontevedra,178,942665,160788,781877,307651,47957
2020/03/16,Ourense,Lugo,243,329587,40782,288805,307651,47957
2020/03/16,Ourense,Ourense,36385,307651,48039,259612,307651,47957
2020/03/16,Palencia,León,25,460001,60914,399087,160866,20891
2020/03/16,Palencia,Burgos,195,357072,40918,316154,160866,20891
2020/03/16,Palencia,Valladolid,93,519546,74120,445426,160866,20891
2020/03/16,Palencia,Palencia,13532,160866,20158,140708,160866,20891
2020/03/16,Palencia,Cantabria,141,580795,84426,496369,160866,20891
2020/03/16,Pontevedra,Ourense,165,307651,48039,259612,942665,158458
2020/03/16,Pontevedra,Pontevedra,125766,942665,160788,781877,942665,158458
2020/03/16,Pontevedra,Coruña,3563,1119596,176497,943099,942665,158458
2020/03/16,Pontevedra,Lugo,27,329587,40782,288805,942665,158458
2020/03/16,Rioja,Araba,437,331549,52765,278784,316798,36468
2020/03/16,Rioja,Navarra,1558,654183,89793,564390,316798,36468
2020/03/16,Rioja,Rioja,26648,316798,38370,278428,316798,36468
2020/03/16,Salamanca,Ávila,156,157640,14889,142751,330119,42016
2020/03/16,Salamanca,Salamanca,32925,330119,42750,287369,330119,42016
2020/03/16,Santa Cruz de Tenerife,Santa Cruz de Tenerife,124503,1032983,141903,891080,1032983,141275
2020/03/16,Segovia,Segovia,12420,153129,19338,133791,153129,20007
2020/03/16,Segovia,Burgos,63,357072,40918,316154,153129,20007
2020/03/16,Segovia,Valladolid,301,519546,74120,445426,153129,20007
2020/03/16,Segovia,Ávila,50,157640,14889,142751,153129,20007
2020/03/16,Sevilla,Huelva,378,521870,59650,462220,1942389,234280
2020/03/16,Sevilla,Sevilla,153070,1942389,238362,1704027,1942389,234280
2020/03/16,Sevilla,Córdoba,1547,782979,92923,690056,1942389,234280
2020/03/16,Sevilla,Málaga,96,1661785,189348,1472437,1942389,234280
2020/03/16,Sevilla,Cádiz,693,1240155,133165,1106990,1942389,234280
2020/03/16,Soria,Segovia,53,153129,19338,133791,88636,8073
2020/03/16,Soria,Zaragoza,70,964724,142420,822304,88636,8073
2020/03/16,Soria,Navarra,24,654183,89793,564390,88636,8073
2020/03/16,Soria,Soria,5097,88636,6956,81680,88636,8073
2020/03/16,Soria,Burgos,27,357072,40918,316154,88636,8073
2020/03/16,Soria,Valladolid,72,519546,74120,445426,88636,8073
2020/03/16,Tarragona,Teruel,31,134137,9086,125051,804664,90820
2020/03/16,Tarragona,Barcelona,899,5664579,829155,4835424,804664,90820
2020/03/16,Tarragona,Tarragona,58296,804664,92160,712504,804664,90820
2020/03/16,Tarragona,Castellón,643,579962,67731,512231,804664,90820
2020/03/16,Teruel,Zaragoza,106,964724,142420,822304,134137,10467
2020/03/16,Teruel,Castellón,25,579962,67731,512231,134137,10467
2020/03/16,Teruel,Teruel,4892,134137,9086,125051,134137,10467
2020/03/16,Teruel,Tarragona,42,804664,92160,712504,134137,10467
2020/03/16,Toledo,Toledo,40795,694844,85290,609554,694844,81879
2020/03/16,Toledo,Ciudad Real,268,495761,41120,454641,694844,81879
2020/03/16,Toledo,Ávila,204,157640,14889,142751,694844,81879
2020/03/16,Toledo,Cuenca,95,196329,16777,179552,694844,81879
2020/03/16,Toledo,Madrid,3821,6663394,924401,5738993,694844,81879
2020/03/16,Toledo,Cáceres,167,394151,35776,358375,694844,81879
2020/03/16,Valencia,Albacete,364,388167,38434,349733,2565124,384955
2020/03/16,Valencia,Cuenca,98,196329,16777,179552,2565124,384955
2020/03/16,Valencia,Castellón,556,579962,67731,512231,2565124,384955
2020/03/16,Valencia,Alicante,1118,1858683,268358,1590325,2565124,384955
2020/03/16,Valencia,Valencia,266260,2565124,393358,2171766,2565124,384955
2020/03/16,Valladolid,Segovia,246,153129,19338,133791,519546,71870
2020/03/16,Valladolid,Zamora,29,172539,19883,152656,519546,71870
2020/03/16,Valladolid,Soria,34,88636,6956,81680,519546,71870
2020/03/16,Valladolid,Palencia,35,160866,20158,140708,519546,71870
2020/03/16,Valladolid,Valladolid,52356,519546,74120,445426,519546,71870
2020/03/16,Valladolid,León,27,460001,60914,399087,519546,71870
2020/03/16,Valladolid,Burgos,69,357072,40918,316154,519546,71870
2020/03/16,Zamora,León,66,460001,60914,399087,172539,20069
2020/03/16,Zamora,Ourense,41,307651,48039,259612,172539,20069
2020/03/16,Zamora,Zamora,13294,172539,19883,152656,172539,20069
2020/03/16,Zamora,Valladolid,68,519546,74120,445426,172539,20069
2020/03/16,Zaragoza,Barcelona,32,5664579,829155,4835424,964724,138598
2020/03/16,Zaragoza,Teruel,93,134137,9086,125051,964724,138598
2020/03/16,Zaragoza,Zaragoza,106243,964724,142420,822304,964724,138598
2020/03/16,Zaragoza,Navarra,392,654183,89793,564390,964724,138598
2020/03/16,Zaragoza,Lleida,153,434930,51751,383179,964724,138598
2020/03/16,Zaragoza,Huesca,144,220461,22781,197680,964724,138598
2020/03/16,Zaragoza,Soria,48,88636,6956,81680,964724,138598
2020/03/18,Albacete,Valencia,211,2565124,350539,2214585,388167,36055
2020/03/18,Albacete,Albacete,23661,388167,36903,351264,388167,36055
2020/03/18,Albacete,Alicante,168,1858683,248310,1610373,388167,36055
2020/03/18,Albacete,Cuenca,448,196329,16663,179666,388167,36055
2020/03/18,Albacete,Ciudad Real,634,495761,39916,455845,388167,36055
2020/03/18,Albacete,Jaén,58,633564,41093,592471,388167,36055
2020/03/18,Albacete,Murcia,296,1493898,179475,1314423,388167,36055
2020/03/18,Alicante,Murcia,2667,1493898,179475,1314423,1858683,252387
2020/03/18,Alicante,Alicante,189629,1858683,248310,1610373,1858683,252387
2020/03/18,Alicante,Valencia,1030,2565124,350539,2214585,1858683,252387
2020/03/18,Alicante,Albacete,229,388167,36903,351264,1858683,252387
2020/03/18,Almería,Granada,299,914678,74676,840002,716820,54232
2020/03/18,Almería,Almería,39456,716820,52176,664644,716820,54232
2020/03/18,Almería,Murcia,1580,1493898,179475,1314423,716820,54232
2020/03/18,Araba,Navarra,110,654183,82307,571876,331549,54368
2020/03/18,Araba,Bizkaia,1181,1152934,191431,961503,331549,54368
2020/03/18,Araba,Araba,38925,331549,48154,283395,331549,54368
2020/03/18,Araba,Rioja,1285,316798,37457,279341,331549,54368
2020/03/18,Araba,Burgos,1407,357072,38835,318237,331549,54368
2020/03/18,Araba,Gipuzkoa,180,723576,93137,630439,331549,54368
2020/03/18,Asturias,León,55,460001,56360,403641,1022800,122785
2020/03/18,Asturias,Asturias,93968,1022800,122891,899909,1022800,122785
2020/03/18,Asturias,Lugo,873,329587,39351,290236,1022800,122785
2020/03/18,Asturias,Cantabria,196,580795,78943,501852,1022800,122785
2020/03/18,Ávila,Madrid,112,6663394,858434,5804960,157640,14989
2020/03/18,Ávila,Ávila,8860,157640,14457,143183,157640,14989
2020/03/18,Ávila,Segovia,72,153129,18495,134634,157640,14989
2020/03/18,Ávila,Toledo,224,694844,77165,617679,157640,14989
2020/03/18,Ávila,Cáceres,272,394151,35615,358536,157640,14989
2020/03/18,Ávila,Salamanca,327,330119,40442,289677,157640,14989
2020/03/18,Badajoz,Huelva,210,521870,54609,467261,673559,64759
2020/03/18,Badajoz,Ciudad Real,54,495761,39916,455845,673559,64759
2020/03/18,Badajoz,Badajoz,45557,673559,65887,607672,673559,64759
2020/03/18,Badajoz,Sevilla,47,1942389,209578,1732811,673559,64759
2020/03/18,Badajoz,Córdoba,51,782979,85685,697294,673559,64759
2020/03/18,Badajoz,Cáceres,820,394151,35615,358536,673559,64759
2020/03/18,Balears,Balears,102973,1149460,124258,1025202,1149460,125395
2020/03/18,Balears,Valencia,123,2565124,350539,2214585,1149460,125395
2020/03/18,Balears,Barcelona,22,5664579,761411,4903168,1149460,125395
2020/03/18,Barcelona,Tarragona,1135,804664,87374,717290,5664579,762130
2020/03/18,Barcelona,Barcelona,458317,5664579,761411,4903168,5664579,762130
2020/03/18,Barcelona,Girona,2305,771044,77920,693124,5664579,762130
2020/03/18,Barcelona,Lleida,116,434930,50320,384610,5664579,762130
2020/03/18,Barcelona,Balears,208,1149460,124258,1025202,5664579,762130
2020/03/18,Bizkaia,Burgos,39,357072,38835,318237,1152934,188351
2020/03/18,Bizkaia,Cantabria,2049,580795,78943,501852,1152934,188351
2020/03/18,Bizkaia,Gipuzkoa,1040,723576,93137,630439,1152934,188351
2020/03/18,Bizkaia,Araba,749,331549,48154,283395,1152934,188351
2020/03/18,Bizkaia,Bizkaia,142623,1152934,191431,961503,1152934,188351
2020/03/18,Burgos,Valladolid,55,519546,67789,451757,357072,39319
2020/03/18,Burgos,Bizkaia,127,1152934,191431,961503,357072,39319
2020/03/18,Burgos,Palencia,199,160866,19289,141577,357072,39319
2020/03/18,Burgos,Rioja,59,316798,37457,279341,357072,39319
2020/03/18,Burgos,Araba,713,331549,48154,283395,357072,39319
2020/03/18,Burgos,Segovia,21,153129,18495,134634,357072,39319
2020/03/18,Burgos,Burgos,27485,357072,38835,318237,357072,39319
2020/03/18,Cáceres,Ávila,85,157640,14457,143183,394151,34918
2020/03/18,Cáceres,Badajoz,888,673559,65887,607672,394151,34918
2020/03/18,Cáceres,Toledo,173,694844,77165,617679,394151,34918
2020/03/18,Cáceres,Cáceres,23544,394151,35615,358536,394151,34918
2020/03/18,Cádiz,Huelva,638,521870,54609,467261,1240155,120560
2020/03/18,Cádiz,Málaga,925,1661785,167556,1494229,1240155,120560
2020/03/18,Cádiz,Cádiz,91605,1240155,117780,1122375,1240155,120560
2020/03/18,Cádiz,Ceuta,16,84777,8202,76575,1240155,120560
2020/03/18,Cádiz,Sevilla,751,1942389,209578,1732811,1240155,120560
2020/03/18,Cantabria,Bizkaia,504,1152934,191431,961503,580795,75114
2020/03/18,Cantabria,Asturias,169,1022800,122891,899909,580795,75114
2020/03/18,Cantabria,Cantabria,55843,580795,78943,501852,580795,75114
2020/03/18,Cantabria,Palencia,39,160866,19289,141577,580795,75114
2020/03/18,Castellón,Valencia,623,2565124,350539,2214585,579962,80083
2020/03/18,Castellón,Castellón,58478,579962,77664,502298,579962,80083
2020/03/18,Castellón,Tarragona,900,804664,87374,717290,579962,80083
2020/03/18,Castellón,Teruel,66,134137,9016,125121,579962,80083
2020/03/18,Ceuta,Cádiz,22,1240155,117780,1122375,84777,8181
2020/03/18,Ceuta,Ceuta,7714,84777,8202,76575,84777,8181
2020/03/18,Ciudad Real,Toledo,184,694844,77165,617679,495761,36789
2020/03/18,Ciudad Real,Albacete,393,388167,36903,351264,495761,36789
2020/03/18,Ciudad Real,Badajoz,48,673559,65887,607672,495761,36789
2020/03/18,Ciudad Real,Ciudad Real,22625,495761,39916,455845,495761,36789
2020/03/18,Ciudad Real,Córdoba,348,782979,85685,697294,495761,36789
2020/03/18,Córdoba,Córdoba,57759,782979,85685,697294,782979,83464
2020/03/18,Córdoba,Ciudad Real,213,495761,39916,455845,782979,83464
2020/03/18,Córdoba,Jaén,593,633564,41093,592471,782979,83464
2020/03/18,Córdoba,Granada,130,914678,74676,840002,782979,83464
2020/03/18,Córdoba,Málaga,273,1661785,167556,1494229,782979,83464
2020/03/18,Córdoba,Badajoz,61,673559,65887,607672,782979,83464
2020/03/18,Córdoba,Sevilla,1421,1942389,209578,1732811,782979,83464
2020/03/18,Coruña,Coruña,129786,1119596,167734,951862,1119596,168732
2020/03/18,Coruña,Lugo,487,329587,39351,290236,1119596,168732
2020/03/18,Coruña,Pontevedra,4612,942665,149213,793452,1119596,168732
2020/03/18,Cuenca,Albacete,586,388167,36903,351264,196329,16971
2020/03/18,Cuenca,Valencia,35,2565124,350539,2214585,196329,16971
2020/03/18,Cuenca,Ciudad Real,126,495761,39916,455845,196329,16971
2020/03/18,Cuenca,Toledo,198,694844,77165,617679,196329,16971
2020/03/18,Cuenca,Cuenca,7880,196329,16663,179666,196329,16971
2020/03/18,Cuenca,Madrid,41,6663394,858434,5804960,196329,16971
2020/03/18,Gipuzkoa,Gipuzkoa,68910,723576,93137,630439,723576,96540
2020/03/18,Gipuzkoa,Araba,146,331549,48154,283395,723576,96540
2020/03/18,Gipuzkoa,Bizkaia,1347,1152934,191431,961503,723576,96540
2020/03/18,Gipuzkoa,Navarra,251,654183,82307,571876,723576,96540
2020/03/18,Girona,Lleida,97,434930,50320,384610,771044,82592
2020/03/18,Girona,Barcelona,1905,5664579,761411,4903168,771044,82592
2020/03/18,Girona,Murcia,29,1493898,179475,1314423,771044,82592
2020/03/18,Girona,Castellón,18,579962,77664,502298,771044,82592
2020/03/18,Girona,Girona,49528,771044,77920,693124,771044,82592
2020/03/18,Girona,Melilla,16,86487,10226,76261,771044,82592
2020/03/18,Granada,Jaén,180,633564,41093,592471,914678,73691
2020/03/18,Granada,Córdoba,266,782979,85685,697294,914678,73691
2020/03/18,Granada,Málaga,151,1661785,167556,1494229,914678,73691
2020/03/18,Granada,Almería,266,716820,52176,664644,914678,73691
2020/03/18,Granada,Granada,51048,914678,74676,840002,914678,73691
2020/03/18,Guadalajara,Madrid,1877,6663394,858434,5804960,257762,33552
2020/03/18,Guadalajara,Cuenca,47,196329,16663,179666,257762,33552
2020/03/18,Guadalajara,Guadalajara,18192,257762,31690,226072,257762,33552
2020/03/18,Huelva,Sevilla,666,1942389,209578,1732811,521870,56540
